,level,speaker,gender,member_state,EP,party_group,text,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,prevalenc_of_topics
22,EU,Sergey Lagodinsky,0,Germany,1.0,The Greens/European Free Alliance,"['lagodinsky', 'ale', 'experience', 'year', 'change', 'public', 'discourse', 'space', 'change', 'manifold', 'hear', 'opportunity', 'risk', 'middle', 'conflict', 'objective', 'issue', 'order', 'digital', 'age', 'conflict', 'freedom', 'empower', 'freedom', 'insult', 'incapacitate', 'demean', 'look', 'solution', 'bad', 'possible', 'solution', 'let', 'private', 'provider', 'make', 'decision', 'rejoice', 'hate', 'die', 'happy', 'decision', 'make', 'private', 'company', 'today', 'freedom', 'expression', 'tomorrow', 'freedom', 'expression', 'therefore', 'make', 'least', 'decision', 'firstly', 'online', 'monopoly', 'break', 'second', 'decision', 'resolve', 'conflict', 'freedom', 'liberty', 'remain', 'democratically', 'legitimize', 'event', 'automate', 'big', 'money', 'decide', 'fundamental_right']",22,7,0.2959,"company, public, society, make, today, clear, decision, control, social, internet","[(0, 0.0830979284369115), (1, 0.0821563088512241), (2, 0.08403954802259887), (3, 0.08686440677966102), (4, 0.12076271186440678), (5, 0.1772598870056497), (6, 0.07085687382297552), (7, 0.2949623352165725)]"
23,EU,Herman Tertsch,0,Spain,1.0,European Conservatives and Reformists Group,"['tertsch', 'alarm', 'similarity', 'liberal', 'democracy', 'totalitarian', 'state', 'increase', 'restriction', 'right', 'freedom', 'pandemic', 'add', 'attack', 'freedom', 'expression', 'network', 'suppose', 'moderation', 'verification', 'already', 'shameless', 'censorship', 'victim', 'dissent', 'social', 'democratic', 'consensus', 'establishment', 'happen', 'happen', 'party', 'twitter', 'account', 'ignominiously', 'close', 'day', 'catalan', 'election', 'campaign', 'begin', 'internet', 'service', 'provider', 'choose', 'neutral', 'responsible', 'content', 'medium', 'outlet', 'political', 'line', 'criminally', 'liable', 'publish', 'medium', 'outlet', 'unacceptable', 'european', 'unreservedly', 'receive', 'lie', 'propaganda', 'criminal', 'maduro', 'iranian', 'dictatorship', 'account', 'close', 'follower', 'journalist', 'ideological', 'reason', 'attack', 'freedom', 'democracy', 'foreign', 'private', 'company', 'tolerate', 'nation', 'jurisdiction', 'defend', 'fundamental', 'freedom']",23,5,0.3419,"freedom, platform, democracy, online, democratic, expression, rule, medium, content, social_media","[(0, 0.06286549707602339), (1, 0.07957393483709273), (2, 0.06787802840434419), (3, 0.07456140350877193), (4, 0.07372598162071846), (5, 0.34941520467836257), (6, 0.09461152882205513), (7, 0.19736842105263158)]"
24,EU,Carles Puigdemont i Casamajó,0,Spain,1.0,Non-attached Members,"['carle', 'become', 'fashionable', 'say', 'social_media', 'control', 'however', 'wonder', 'surveil', 'surveiller', 'censorship', 'slippery', 'slope', 'exceptional', 'case', 'justify', 'let', 'clear', 'opinion', 'free', 'opinion', 'crime', 'assure', 'rule', 'create', 'today', 'use', 'minority', 'tomorrow', 'area', 'debate', 'free', 'speech', 'lot', 'time', 'call', 'question', 'official', 'narrative', 'big', 'economic', 'political', 'power', 'try', 'impose', 'real', 'progress', 'citizen', 'express', 'constraint', 'social_media', 'flow', 'idea', 'run', 'free', 'ever', 'free', 'speech', 'human', 'right', 'defend']",24,7,0.2356,"company, public, society, make, today, clear, decision, control, social, internet","[(0, 0.09395424836601307), (1, 0.06345315904139434), (2, 0.06781045751633986), (3, 0.10484749455337691), (4, 0.08850762527233115), (5, 0.2246732026143791), (6, 0.1375272331154684), (7, 0.21922657952069716)]"
25,EU,Milan Zver,0,Slovenia,1.0,European People's Party,"['social', 'become', 'platform', 'private', 'public', 'speech', 'take', 'place', 'recent', 'decision', 'private', 'online', 'platform', 'remove', 'profile', 'democratically', 'elect', 'dangerous', 'precedent', 'even', 'private', 'owner', 'online', 'platform', 'deprive', 'right', 'express', 'happen', 'exceptional', 'circumstance', 'basis', 'democratically', 'pass', 'law', 'formal', 'point', 'view', 'twitter', 'private', 'property', 'function', 'deeply', 'social', 'entity', 'therefore', 'freedom', 'expression', 'democratic', 'society', 'base', 'rule', 'law', 'essential', 'irreplaceable', 'value', 'freedom', 'political', 'speech', 'litmus', 'test', 'state', 'democracy', 'society', 'year', 'ago', 'diogene', 'ask', 'beautiful', 'thing', 'life', 'reply', 'freedom', 'speech', 'word', 'huge', 'number', 'free', 'thinking', 'people', 'die', 'suffer', 'behind', 'let', 'new', 'technology', 'shrink', 'space', 'freedom', 'contrary', 'let', 'expand', 'regulate', 'matter', 'provide', 'equal', 'access', 'universal', 'mean', 'communication', 'service', 'clear', 'responsibility', 'private', 'digital', 'giant', 'run', 'social_network']",25,5,0.3082,"freedom, platform, democracy, online, democratic, expression, rule, medium, content, social_media","[(0, 0.07375478927203065), (1, 0.06149425287356322), (2, 0.057662835249042144), (3, 0.0768199233716475), (4, 0.09521072796934867), (5, 0.3090038314176245), (6, 0.06379310344827586), (7, 0.2622605363984674)]"
26,EU,Łukasz Kohut,0,Poland,1.0,Progressive Alliance of Socialists and Democrats in the European Parliament,"['łukasz', 'kohut', 'today', 'debate', 'democratic', 'control', 'democracy', 'government', 'authoritarian', 'propaganda', 'seize', 'new', 'channel', 'communication', 'cut', 'new', 'area', 'freedom', 'protest', 'independent', 'medium', 'go', 'morning', 'pis', 'government', 'guise', 'pandemic', 'want', 'impose', 'tax', 'time', 'add', 'zloty', 'state', 'medium', 'annually', 'authoritarian', 'system', 'closing', 'polish', 'tango', 'continue', 'civil', 'society', 'international', 'institution', 'become', 'undemocratic', 'state', 'front', 'exactly', 'first', 'come', 'judge', 'come', 'woman', 'come', 'independent', 'journalist', 'place', 'heart', 'european', 'democracy', 'say', 'decisively', 'allow', 'autocrat', 'destroy', 'beautiful', 'history', 'integration', 'act', 'quickly', 'possible', 'necessary', 'suspend', 'voice', 'autocratic', 'government', 'take', 'voice', 'away', 'wait', 'anymore']",26,4,0.2177,"time, citizen, world, challenge, european, great, market, life, place, gentleman","[(0, 0.06426553672316385), (1, 0.06426553672316385), (2, 0.06803201506591337), (3, 0.08403954802259887), (4, 0.2252824858757062), (5, 0.2092749529190207), (6, 0.1405367231638418), (7, 0.14430320150659134)]"
27,EU,Ramona Strugariu,1,Romania,1.0,Renew Europe Group,"['strugariu', 'increase', 'responsibility', 'transparency', 'social_media', 'platform', 'core', 'strategy', 'protect', 'fundamental_right', 'democracy', 'digital', 'sphere', 'self', 'regulation', 'prove', 'enough', 'obviously', 'however', 'regulate', 'solution', 'rule', 'apply', 'democratic', 'debate', 'offline', 'adapt', 'digital', 'age', 'balance', 'lie', 'refrain', 'censorship', 'establish', 'clear', 'predictable', 'line', 'suppress', 'democracy', 'attempt', 'protect', 'transparency', 'fundamental', 'user', 'need', 'aware', 'pay', 'see', 'certain', 'content', 'content', 'alter', 'behind', 'see', 'online', 'need', 'follow', 'money', 'especially', 'come', 'political', 'advertising', 'last', 'least', 'education', 'fundamental', 'build', 'ministry', 'truth', 'educate', 'people', 'understand', 'ministry', 'actually', 'exist']",27,5,0.3598,"freedom, platform, democracy, online, democratic, expression, rule, medium, content, social_media","[(0, 0.10126262626262626), (1, 0.057828282828282826), (2, 0.09823232323232323), (3, 0.07803030303030303), (4, 0.10934343434343434), (5, 0.3608585858585859), (6, 0.10025252525252525), (7, 0.09419191919191919)]"
28,EU,Gilles Lebreton,0,France,1.0,Identity and Democracy Group,"['commissioner', 'platform', 'facebook', 'twitter', 'arrogate', 'exorbitant', 'power', 'regulate', 'freedom', 'expression', 'internet', 'take_advantage', 'impose', 'law', 'conformism', 'ruthlessly', 'censor', 'idea', 'offend', 'shock', 'worry', 'violation', 'handyside', 'judgment', 'human', 'right', 'expressly', 'protect', 'domination', 'even', 'cut', 'account', 'yet', 'repute', 'powerful', 'man', 'world', 'oppression', 'censorship', 'last', 'far', 'long', 'european', 'delegate', 'regain', 'control', 'situation', 'accordance', 'resolution', 'parliament', 'call', 'strengthen', 'public', 'control', 'platform', 'order', 'guarantee', 'freedom', 'expression', 'request', 'decision', 'remove', 'illegal', 'content', 'ultimately', 'make', 'independent', 'national', 'judiciary', 'commercial', 'entity']",28,5,0.2493,"freedom, platform, democracy, online, democratic, expression, rule, medium, content, social_media","[(0, 0.101772030651341), (1, 0.0806992337164751), (2, 0.07590996168582376), (3, 0.07303639846743296), (4, 0.10272988505747127), (5, 0.2521551724137931), (6, 0.09698275862068965), (7, 0.21671455938697318)]"
29,EU,Ioannis Lagos,0,Greece,1.0,Non-attached Members,"['ioanni', 'elect', 'receive', 'thousand', 'vote', 'homeland', 'represent', 'believe', 'people', 'send', 'democratic', 'person', 'even', 'know', 'employee', 'private', 'company', 'deprive', 'right', 'speak', 'vote', 'deprive', 'representation', 'idea', 'democratic', 'personally', 'evidence', 'telling', 'punish', 'many', 'time', 'youtube', 'twitter', 'everywhere', 'else', 'speech', 'make', 'european', 'parliament', 'express', 'vote', 'democratic', 'democracy', 'afraid', 'opposite', 'view', 'come', 'declare', 'proud', 'greek', 'christian', 'fight', 'right', 'vote', 'democracy', 'democracy', 'begin', 'afraid', 'opposite', 'view', 'afraid', 'democracy', 'close', 'tyranny']",29,7,0.2966,"company, public, society, make, today, clear, decision, control, social, internet","[(0, 0.08280423280423281), (1, 0.08915343915343915), (2, 0.07222222222222222), (3, 0.07222222222222222), (4, 0.07433862433862434), (5, 0.2150793650793651), (6, 0.09126984126984126), (7, 0.3029100529100529)]"
30,EU,Vladimír Bilčík,0,Slovakia,1.0,European People's Party,"['online', 'medium', 'platform', 'become', 'powerful', 'private', 'social', 'actor', 'history', 'situation', 'unprecedented', 'past', 'lack', 'action', 'repeatedly', 'lead', 'real', 'world', 'violence', 'recently', 'suddenly', 'silence', 'democratically', 'elect', 'bottom', 'line', 'freedom', 'speech', 'democratically', 'elect', 'representative', 'uncontrolle', 'spread', 'manipulative', 'disinformation', 'private', 'matter', 'global', 'company', 'decision', 'issue', 'need', 'democratic', 'scrutiny', 'regulatory', 'oversight', 'therefore', 'key', 'regulatory', 'challenge', 'era', 'draft', 'new', 'set', 'public', 'rule', 'respond', 'power', 'potential', 'danger', 'social_media', 'need', 'ambition', 'currently', 'envisage', 'recently', 'propose', 'digital', 'services_act', 'especially', 'come', 'responsibility', 'transparency', 'online', 'platform', 'fight', 'hoax', 'much', 'need', 'step', 'right', 'direction', 'slow', 'pervasive', 'spread', 'manipulative', 'harmful', 'content', 'online', 'never', 'able', 'put', 'end', 'deceive', 'lie', 'surely', 'able', 'give', 'truth', 'fact', 'credible', 'science', 'democracy', 'fighting', 'chance', 'digital', 'space', 'convince', 'lead', 'effort', 'behalf', 'european', 'citizen', 'deserve', 'equal', 'protection', 'online', 'member_state']",30,5,0.3068,"freedom, platform, democracy, online, democratic, expression, rule, medium, content, social_media","[(0, 0.06944444444444445), (1, 0.08387445887445888), (2, 0.07954545454545454), (3, 0.09397546897546898), (4, 0.10696248196248197), (5, 0.30753968253968256), (6, 0.08748196248196248), (7, 0.17117604617604618)]"
31,EU,Susanna Ceccardi,1,Italy,1.0,Identity and Democracy Group,"['lady', 'gentleman', 'recent', 'year', 'citizen', 'whole', 'world', 'give', 'voice', 'thought', 'reflection', 'social_media', 'fantastic', 'vehicle', 'freedom', 'often', 'censor', 'make', 'inaccessible', 'liberticidal', 'dictatorship', 'world', 'recent', 'time', 'worry', 'trend', 'part', 'communication', 'multinational', 'million', 'citizen', 'censor', 'day', 'official', 'decide', 'right', 'wrong', 'think', 'desk', 'monopoly', 'company', 'enormous', 'power', 'free', 'man', 'word', 'think', 'right', 'judge', 'right', 'wrong', 'judge', 'court', 'facebook', 'twitter', 'gentleman', 'invent', 'successful', 'application', 'disturb', 'element', 'digital', 'oligopoly', 'appropriate', 'real', 'public', 'function', 'namely', 'decide', 'tolerable', 'debate', 'rule', 'law', 'law', 'decide', 'right', 'wrong', 'punishable', 'subject', 'censorship', 'multinational', 'see', 'law', 'small', 'business', 'owner', 'vat', 'number', 'moment', 'harass', 'crisis', 'tax', 'authority', 'perhaps', 'even', 'censor', 'idea', 'social_media', 'free', 'citizen', 'want', 'opportunity', 'express', 'ask', 'able', 'exercise', 'inviolable', 'right', 'freely', 'even', 'internet', 'transparency', 'freedom', 'first', 'foremost', 'european', 'value', 'let', 'prove', 'correct', 'digital', 'democracy']",31,7,0.2334,"company, public, society, make, today, clear, decision, control, social, internet","[(0, 0.08112582781456953), (1, 0.05905077262693157), (2, 0.07818248712288448), (3, 0.06788079470198675), (4, 0.1841427520235467), (5, 0.2312362030905077), (6, 0.06346578366445917), (7, 0.23491537895511405)]"
32,EU,Rasmus Andresen,0,Germany,1.0,The Greens/European Free Alliance,"['ale', 'think', 'go', 'die', 'word', 'describe', 'fear', 'terrorist', 'attack', 'easy', 'claim', 'platform', 'bear', 'sole', 'responsibility', 'divide', 'society', 'truth', 'business_model', 'company', 'facebook', 'lay', 'breeding', 'ground', 'hatred', 'violence', 'lose', 'control', 'high', 'time', 'take', 'back', 'democracy', 'parliament', 'make', 'rule', 'big', 'digital', 'corporation', 'market', 'share', 'democracy', 'economic', 'system', 'break', 'corporation', 'dominate', 'communication', 'market', 'consumer', 'right', 'weaken', 'small', 'business', 'die', 'democratize', 'shy', 'away', 'split', 'large', 'corporation', 'let', 'start']",32,7,0.2183,"company, public, society, make, today, clear, decision, control, social, internet","[(0, 0.09060228452751816), (1, 0.11863966770508824), (2, 0.0947559709241952), (3, 0.08437175493250258), (4, 0.1591381100726895), (5, 0.14356178608515055), (6, 0.08956386292834889), (7, 0.2193665628245067)]"
33,EU,Dace Melbārde,1,Latvia,1.0,European Conservatives and Reformists Group,"['colleague', 'believe', 'mechanism', 'create', 'level', 'allow', 'global', 'platform', 'authoritarian', 'third', 'country', 'influencer', 'manipulate', 'content', 'thus', 'political', 'decision', 'public', 'action', 'restriction', 'enough', 'firstly', 'favorable', 'condition', 'create', 'development', 'reliable', 'medium', 'digital', 'environment', 'high', 'quality', 'medium', 'content', 'primarily', 'available', 'user', 'invest', 'independent', 'medium', 'digitization', 'secondly', 'platform', 'subject', 'strict', 'legally', 'bind', 'obligation', 'deal', 'abusive', 'target', 'conduct', 'troll', 'place', 'democratic', 'information', 'space', 'thirdly', 'global', 'platform', 'guarantee', 'equal', 'security', 'user', 'language', 'bof', 'member_state', 'union', 'major', 'language', 'exactly', 'small', 'information', 'space', 'state', 'define', 'bspecial', 'interest']",33,5,0.291,"freedom, platform, democracy, online, democratic, expression, rule, medium, content, social_media","[(0, 0.09467592592592593), (1, 0.10208333333333333), (2, 0.13819444444444445), (3, 0.09097222222222222), (4, 0.09375), (5, 0.2965277777777778), (6, 0.11041666666666666), (7, 0.07337962962962963)]"
34,EU,Isabel Wiseler-Lima,1,Luxembourg,1.0,European People's Party,"['epp', 'balance', 'characterize', 'democratic', 'society', 'find', 'balance', 'maintain', 'freedom', 'combat', 'abuse', 'challenge', 'come', 'social_media', 'tremendous', 'asset', 'civil', 'society', 'therefore', 'democracy', 'make', 'possible', 'divulge', 'truth', 'allow', 'gathering', 'commit', 'citizen', 'allow', 'freely', 'express', 'thought', 'audience', 'necessary', 'unfortunately', 'danger', 'mention', 'criminal', 'activity', 'great', 'damage', 'democracy', 'catastrophic', 'indeed', 'social_media', 'platform', 'hatred', 'kind', 'total', 'disinformation', 'conspiracy', 'theory', 'often', 'complete', 'impunity', 'need', 'imperative', 'however', 'public', 'authority', 'slow', 'criticize', 'close', 'twitter', 'account', 'donald_trump', 'platform', 'solution', 'leave', 'open', 'take', 'account', 'danger', 'democracy', 'often', 'guise', 'democracy', 'democracy', 'prove', 'weak', 'believe', 'duty', 'democracy', 'defend', 'freedom', 'end', 'freedom', 'begin', 'freedom', 'democracy', 'stop', 'democracy', 'danger', 'vacuum', 'leave', 'political', 'power', 'democratically', 'elect', 'unacceptable', 'responsibility', 'leave', 'platform', 'set', 'limit', 'legislate', 'quickly']",34,5,0.3817,"freedom, platform, democracy, online, democratic, expression, rule, medium, content, social_media","[(0, 0.07090132090132091), (1, 0.08877233877233878), (2, 0.059246309246309255), (3, 0.0506993006993007), (4, 0.07012432012432014), (5, 0.38791763791763795), (6, 0.1050893550893551), (7, 0.16724941724941728)]"
